profile,true_label,predicted_label,event_probability,acuity_distribution,device_domain_distribution,sensor_quality_distribution,base_hr_bpm,hr_variability,motion_level,contact_quality,ambient_light,snr_db,duration_s,n_samples,fs,actual_hrv_sdnn,actual_hrv_rmssd,actual_pulse_rate,reduced_hrv,elevated_hr
at_risk,1,0,3.447798371780664e-05,"[9.413223946288771e-29, 0.0, 1.0, 1.5654492055166609e-24, 2.95132355692209e-20, 7.238009486904292e-32]","[8.414201147388667e-06, 0.9999915361404419]","[1.0, 0.0, 0.0]",110.25364746827123,0.07525723010417681,0.1617320039371821,0.9356808381382026,0.06568636560963165,16.252725456562867,120.0,3000,25,21.09641813267291,32.95813301918195,110.0,True,True
at_risk,1,1,0.09492436051368713,"[4.598458183788408e-14, 0.0, 1.0, 1.685485654040822e-13, 1.4095444104446353e-13, 1.4272235500355268e-17]","[0.9996581077575684, 0.0003418994601815939]","[1.0, 6.386106115157049e-25, 1.1121137333847532e-37]",118.90745700216101,0.07817291580936726,0.16607304118908534,0.8500220800187743,0.08582341180387934,17.719924127569225,120.0,3000,25,24.709783208767853,40.25450946061687,118.5,True,True
at_risk,1,0,1.1800683097362707e-07,"[2.1468959702366627e-37, 0.0, 1.0, 4.4062817993398036e-32, 3.83632549191744e-26, 0.0]","[4.154875568929128e-06, 0.9999958276748657]","[1.0, 0.0, 0.0]",89.82054485015219,0.05710500765504571,0.22657114595168545,0.8701589471068965,0.0657541636604082,18.184809728958484,120.0,3000,25,18.82877978016374,28.99444715978725,89.5,True,True
at_risk,1,0,2.5938199996744515e-06,"[1.9316917034161882e-33, 0.0, 1.0, 2.1028367209114115e-28, 2.804012398495328e-23, 1.749474632021294e-36]","[2.8132049578744045e-08, 1.0]","[1.0, 0.0, 0.0]",109.84236179240622,0.07497045816529635,0.20515702413426368,0.8428281245628292,0.0694468595957988,17.201012990560205,120.0,3000,25,19.80499359018475,30.96006049125421,109.5,True,True
at_risk,1,1,0.9934670925140381,"[0.0006554972496815026, 4.2557989882622085e-16, 0.9993391633033752, 3.665476697278791e-06, 2.51412245688698e-07, 1.4464986861639773e-06]","[1.0, 1.3275256449674089e-09]","[0.6616085767745972, 0.3383914530277252, 3.7531205920871e-10]",92.74264646631828,0.060300735030764524,0.2964852706147504,0.90995988869423,0.05495899952805104,14.309802670970122,120.0,3000,25,27.597211493279524,44.45172982183039,92.5,True,True
at_risk,1,0,1.887489815999288e-05,"[2.1640709939316214e-31, 0.0, 1.0, 8.998975457883402e-27, 5.061169504313643e-22, 2.510725067774381e-35]","[0.00011459915549494326, 0.9998854398727417]","[1.0, 0.0, 0.0]",116.17692531282161,0.05038041443496147,0.20333369836293544,0.8466439394336039,0.05796982189194193,18.41842550583109,120.0,3000,25,19.429855694314895,30.531523267656958,116.0,True,True
at_risk,1,0,0.030222970992326736,"[2.879043222492328e-06, 1.1292738445745076e-11, 0.9999716281890869, 8.714007435628446e-07, 2.2350244762492366e-05, 2.3076911475072848e-06]","[1.0, 3.5569464040818843e-10]","[2.178127942897845e-06, 0.9999978542327881, 4.442609335963965e-10]",94.87186825874116,0.03375900009678896,0.27750661803595783,0.8032317580907422,0.05162587235430345,16.889736012009642,120.0,3000,25,31.56984177258453,53.2976707861605,94.5,True,True
at_risk,1,1,0.29832029342651367,"[1.9804164818476577e-12, 0.0, 1.0, 7.902278549402897e-13, 7.574941786022207e-14, 8.388682113872589e-17]","[0.9999998807907104, 1.6785737955160585e-07]","[1.0, 3.012436139195196e-22, 1.7348215970177134e-35]",100.74448248301132,0.03574696823045222,0.22500227163908884,0.9176284891259049,0.07155340939936375,17.578050066373397,120.0,3000,25,24.777198141410047,39.59594923701034,100.5,True,True
at_risk,1,0,4.5945185433993174e-07,"[8.745583085396203e-37, 0.0, 1.0, 3.674642830642244e-31, 2.039044216548811e-25, 0.0]","[1.2851466557606273e-09, 1.0]","[1.0, 0.0, 0.0]",115.63401084096026,0.050660668922173455,0.19167354658555186,0.8418797368387223,0.07690951338512156,16.691579337724658,120.0,3000,25,18.080259016141163,27.973786856478746,115.5,True,True
at_risk,1,0,9.021657199070887e-09,"[0.0, 0.0, 1.0, 9.225183237982346e-34, 1.417076815996276e-27, 0.0]","[1.635076796180357e-11, 1.0]","[1.0, 0.0, 0.0]",91.57270801327839,0.037908692950462605,0.258353139455459,0.8564658101835422,0.03868804979825874,18.8269178773106,120.0,3000,25,19.460266211498826,32.83980874904775,91.5,True,True
at_risk,1,1,0.6794314980506897,"[1.1302603525109589e-05, 1.1669379773593391e-06, 0.999767005443573, 7.803233614822602e-08, 0.00018854296649806201, 3.183747685397975e-05]","[0.029866216704249382, 0.9701337814331055]","[0.5134958028793335, 0.4830701947212219, 0.0034339677076786757]",97.19451800697631,0.07404058720374009,0.14227956245687554,0.9443923389391008,0.060625627522961606,16.36536129264141,120.0,3000,25,36.450927572533736,59.01977069875258,97.0,True,True
at_risk,1,1,0.93043452501297,"[1.8976462570208241e-06, 6.326347374852048e-07, 0.9999885559082031, 1.9123580496938075e-10, 2.6843842988455435e-06, 6.277082320593763e-06]","[8.600532601121813e-05, 0.9999139308929443]","[0.7313775420188904, 0.2093132734298706, 0.05930911749601364]",98.22775792503589,0.05757844598358132,0.14769950424697315,0.8188515970358754,0.07585247704255206,17.48168866474953,120.0,3000,25,35.29506304031522,59.89681849630564,98.0,True,True
at_risk,1,0,2.5509265810796933e-07,"[0.0, 0.0, 1.0, 6.19725544136104e-33, 7.75671443627068e-27, 0.0]","[3.225218314639733e-09, 1.0]","[1.0, 0.0, 0.0]",107.18433832115909,0.06005162746021535,0.13628439257256525,0.8786830436945092,0.07045783915063308,19.26763414133121,120.0,3000,25,17.370810619091866,25.178607271867588,107.0,True,True
at_risk,1,1,0.5183194875717163,"[1.2058784705004655e-05, 6.836621651018504e-07, 0.9998252987861633, 8.948099861072478e-08, 0.0001395312137901783, 2.227373988716863e-05]","[0.04863443970680237, 0.95136559009552]","[0.4254060685634613, 0.5734644532203674, 0.0011293917195871472]",98.35138705746071,0.0324927181373431,0.1491539985398503,0.8192610924768815,0.05305745476025668,16.75901911014326,120.0,3000,25,34.06327399041099,58.00817574797752,98.0,True,True
at_risk,1,0,3.207117333658971e-05,"[1.944961622985806e-28, 0.0, 1.0, 1.5027694734314202e-24, 2.5298669568906527e-20, 4.8723256365065004e-32]","[0.019346190616488457, 0.9806538224220276]","[1.0, 0.0, 0.0]",91.51245390090212,0.04408401232271879,0.13194291344735573,0.8966436291641655,0.04616868660495614,16.826558547112963,120.0,3000,25,21.706672915953785,35.678119019863985,91.5,True,True
at_risk,1,1,0.998351514339447,"[9.13052645046264e-06, 7.386153189018932e-27, 0.9999908208847046, 7.79465114675304e-09, 1.2729461928984165e-10, 1.220978596006006e-10]","[1.0, 5.132615003605399e-17]","[0.9994049072265625, 0.0005950901540927589, 3.3728610009337068e-18]",90.15568606217006,0.05538812480986203,0.20635528846591644,0.8725339435275838,0.057075780821392696,14.361296446146344,120.0,3000,25,26.714747523291198,44.368224280927635,90.0,True,True
at_risk,1,0,5.9029162002843805e-06,"[1.4455532693361324e-30, 0.0, 1.0, 2.1964362421331506e-27, 5.721068564708827e-23, 2.3365779903818332e-35]","[0.976633608341217, 0.023366345092654228]","[1.0, 0.0, 0.0]",89.5820202016257,0.06046231365220063,0.22115413038721865,0.9359325371823646,0.0642619160831331,18.986371174249488,120.0,3000,25,20.416534686196112,31.533320194452656,89.5,True,True
at_risk,1,0,5.1735355555138085e-08,"[0.0, 0.0, 1.0, 3.261946959727293e-36, 2.0900318145642884e-29, 0.0]","[2.9530182743542355e-09, 1.0]","[1.0, 0.0, 0.0]",114.62561488501191,0.030191410453307126,0.25098391613457993,0.9208908888075551,0.05689120449300783,16.008517071886594,120.0,3000,25,15.347181386337345,23.746087087820992,114.5,True,True
at_risk,1,0,0.004540948197245598,"[2.518023208781121e-21, 0.0, 1.0, 1.5109299163469503e-19, 5.671388507679973e-18, 1.0433267256465482e-25]","[0.9980255365371704, 0.0019744543824344873]","[1.0, 4.054358506636692e-36, 0.0]",87.42179345860079,0.06068709305451851,0.20560666334508387,0.8970676117317776,0.04921112324144005,15.290211368539653,120.0,3000,25,22.983538531301367,36.72651915581336,87.0,True,True
at_risk,1,0,0.005297370254993439,"[1.8119845297958695e-20, 0.0, 1.0, 1.4590410316178637e-18, 6.816127066114558e-17, 2.3876259747402585e-24]","[0.9855899214744568, 0.014410151168704033]","[1.0, 7.391409295634693e-34, 0.0]",104.39914970199436,0.0651658488458914,0.11116786231713947,0.9239209016991706,0.04618894479910712,15.131390245045399,120.0,3000,25,22.997951509871303,36.337148340432044,104.0,True,True
at_risk,1,0,1.3836164498570724e-06,"[6.763331299347695e-35, 0.0, 1.0, 1.3608503625684222e-29, 3.3383666597389585e-24, 4.486323455083111e-38]","[1.3557197142688437e-08, 1.0]","[1.0, 0.0, 0.0]",114.28839418581508,0.06525811017111358,0.1389705371754455,0.8570931266857532,0.06265979061822616,17.34713082862687,120.0,3000,25,18.681334053483845,28.65726675824297,114.0,True,True
at_risk,1,0,0.042683154344558716,"[7.2164239099947736e-06, 6.228556004295172e-10, 0.9999145269393921, 8.50614355840662e-07, 6.90980305080302e-05, 8.31597571959719e-06]","[0.9999997615814209, 1.8120047684533347e-07]","[9.993507410399616e-05, 0.9998999834060669, 1.2421929795891629e-07]",96.32975842601286,0.07510079667893357,0.15096014143474332,0.8515014138583115,0.03370918620334523,19.46374037988347,120.0,3000,25,32.694044160369785,51.42188761914317,96.0,True,True
at_risk,1,0,4.674180900110514e-07,"[2.9003406040557646e-35, 0.0, 1.0, 7.667123347023663e-30, 2.1842408700800457e-24, 1.805855012533549e-37]","[1.6700375457534555e-11, 1.0]","[1.0, 0.0, 0.0]",111.16475746847067,0.061884789718097945,0.10187874296237526,0.9074613551038739,0.030150190808285935,16.43489908579421,120.0,3000,25,20.043556027180564,33.24837658374534,111.0,True,True
at_risk,1,0,7.166850991779938e-05,"[1.6625290522075218e-28, 0.0, 1.0, 2.0430629698228463e-24, 3.563236554289301e-20, 3.4710864118164237e-32]","[0.0006756574148312211, 0.9993243217468262]","[1.0, 0.0, 0.0]",104.96242195219409,0.052184783429432946,0.20176639478535824,0.8454593825273068,0.0937561493763653,15.63501518020015,120.0,3000,25,21.299303963099902,34.946473908641245,104.5,True,True
at_risk,1,1,0.937732458114624,"[2.003629106184235e-06, 5.900424184801523e-07, 0.9999881982803345, 1.8355776620904152e-10, 2.4741846118558897e-06, 6.680566457362147e-06]","[6.0621390730375424e-05, 0.9999393224716187]","[0.6932769417762756, 0.23428095877170563, 0.07244215160608292]",95.99879902130876,0.06350323666922947,0.25615684436634056,0.8303866533621632,0.05458596788662912,14.733377681862848,120.0,3000,25,35.212842901524766,58.91434011256912,95.5,True,True
at_risk,1,0,0.00016956038598436862,"[1.7382667528271603e-27, 0.0, 1.0, 1.185275264122058e-23, 7.901556852177274e-20, 2.219789426160598e-31]","[0.013909225352108479, 0.9860907793045044]","[1.0, 0.0, 0.0]",116.79277336508221,0.05429811257010054,0.19070963039785221,0.8176698743088855,0.08658129630778152,16.453245758211153,120.0,3000,25,20.675991905825093,32.976444433047774,116.5,True,True
at_risk,1,0,8.589546268922277e-06,"[8.599189744909307e-31, 0.0, 1.0, 3.190511261460241e-26, 1.4797443267587132e-21, 1.4185381852658613e-33]","[1.3495902351223776e-07, 0.9999998807907104]","[1.0, 0.0, 0.0]",104.5292278019042,0.060199157657852255,0.1269339854695795,0.9335110040291636,0.08803108749462107,18.242905643381526,120.0,3000,25,21.05980583424955,34.276511302248075,104.5,True,True
at_risk,1,1,0.5240784287452698,"[6.79694703298317e-11, 0.0, 1.0, 5.932898486729621e-13, 6.38872432062211e-14, 3.307211819890242e-16]","[1.0, 2.5049237857566187e-12]","[1.0, 3.323979589815498e-18, 2.755025505678984e-32]",85.49793901077742,0.05920210376233251,0.29110929053172674,0.8817657524706609,0.08707046313998597,16.46674689739038,120.0,3000,25,25.80460641109564,42.65029447785348,85.0,True,True
at_risk,1,1,0.1194845587015152,"[2.4796402158244746e-06, 1.1782681497152225e-09, 0.9999438524246216, 1.6483022591273766e-07, 4.9085381760960445e-05, 4.496089786698576e-06]","[0.9999440908432007, 5.591205626842566e-05]","[0.00044238087139092386, 0.9995573163032532, 2.7994119022878294e-07]",118.19610178908566,0.05730791132696812,0.2689119960918722,0.8758592097622795,0.07618579089203531,14.396055737659726,120.0,3000,25,30.079484930955584,52.88271169844826,118.0,True,True
at_risk,1,1,0.9537335634231567,"[7.934586392366327e-07, 4.548734580112068e-07, 0.9999934434890747, 1.0244836923245515e-10, 1.9319800230732653e-06, 3.4223241982545005e-06]","[2.572997436800506e-05, 0.999974250793457]","[0.7263531684875488, 0.21423016488552094, 0.059416625648736954]",97.50139302539205,0.06805936709864588,0.1780437270446661,0.902497339360121,0.09238479775709739,16.477331508054334,120.0,3000,25,35.264231862074894,57.657196702633904,97.5,True,True
at_risk,1,0,0.0004366911598481238,"[8.408992981252737e-25, 0.0, 1.0, 2.9546566343483453e-21, 9.782510893654248e-18, 5.250755733502738e-28]","[0.005816142540425062, 0.9941838383674622]","[1.0, 9.55882743389425e-38, 0.0]",118.90728140803418,0.06987289850790213,0.2376708950470712,0.8481546878987263,0.09762046892233198,18.498523117275553,120.0,3000,25,22.127063155988946,35.96688784530288,118.5,True,True
at_risk,1,1,0.18114137649536133,"[7.129415735107614e-06, 1.1639692765186282e-08, 0.999862551689148, 3.7868642266403185e-07, 0.00011599967547226697, 1.396959851263091e-05]","[0.9988620281219482, 0.001137927989475429]","[0.0036600774619728327, 0.9963346719741821, 5.27862766830367e-06]",98.94505206199626,0.047561120459233566,0.2683358625108431,0.8376242561828977,0.07583717780042304,18.959939909451734,120.0,3000,25,32.07787489160536,53.12780912633329,98.5,True,True
at_risk,1,0,0.0036738580092787743,"[1.5372854988982e-07, 7.628746652908692e-17, 0.9999994039535522, 1.2215284783678726e-08, 4.321958044783969e-07, 3.160213779551668e-08]","[1.0, 1.5241418208665274e-17]","[1.2553762473999086e-09, 1.0, 3.769976613331692e-14]",85.42555874191922,0.06511181570397849,0.26629481153474244,0.8245491161160586,0.0695380117300675,14.328155014463617,120.0,3000,25,33.48719565573513,47.06787243316417,85.5,True,True
at_risk,1,0,1.850912485679146e-05,"[2.2019173569874897e-32, 0.0, 1.0, 9.936397399003595e-28, 5.986852211984615e-23, 5.879755085881147e-37]","[0.002737928880378604, 0.9972621202468872]","[1.0, 0.0, 0.0]",107.47839469263386,0.06383575223099851,0.13562661246921764,0.8727286707416303,0.08123134404371382,16.620884808206842,120.0,3000,25,18.939928160674437,28.681727797222436,107.0,True,True
at_risk,1,0,0.00012572317791637033,"[1.2053449505131026e-26, 0.0, 1.0, 9.950648544424599e-23, 7.124428033761035e-19, 9.520365234654356e-30]","[0.0001314520341111347, 0.9998685121536255]","[1.0, 0.0, 0.0]",116.83048567362344,0.07799501049747787,0.28461069950258544,0.8044120926638957,0.0592931964499495,16.551625250654585,120.0,3000,25,21.234479505479694,32.34018314554582,116.5,True,True
at_risk,1,0,0.0011506840819492936,"[7.303370206217041e-20, 0.0, 1.0, 2.1773415145017615e-19, 3.3857269681813566e-18, 1.3757558665503034e-24]","[0.9999986886978149, 1.370857944493764e-06]","[1.0, 2.8689793560896616e-35, 0.0]",85.26602705967376,0.07311851191999622,0.2643525242645144,0.8526044305370666,0.05927616154430209,17.379308333090663,120.0,3000,25,23.705719052736402,37.416573867739416,85.0,True,True
at_risk,1,0,8.241599624980722e-10,"[0.0, 0.0, 1.0, 0.0, 1.989403112848587e-32, 0.0]","[5.168687700063401e-10, 1.0]","[1.0, 0.0, 0.0]",88.79776874865429,0.03679482996839338,0.15324228192319933,0.8822002618309864,0.04495756467170233,19.035438917207365,120.0,3000,25,14.728715658028875,22.424476423255523,88.5,True,True
at_risk,1,0,1.7431280866730958e-05,"[2.7079114805090434e-30, 0.0, 1.0, 7.312910689531468e-26, 2.7196115265352335e-21, 1.0263208116250775e-33]","[2.676325493666809e-05, 0.9999731779098511]","[1.0, 0.0, 0.0]",102.61119264552848,0.058666566382158836,0.13323864995783524,0.9192422850626313,0.03202868296656718,17.93024189364553,120.0,3000,25,21.085210701014855,34.38409530367517,102.5,True,True
borderline,1,0,0.0010453887516632676,"[4.6719287638552487e-07, 7.465052771291471e-16, 0.9999982118606567, 3.9507408899908114e-08, 1.2306005601203651e-06, 8.704392229219593e-08]","[1.0, 2.806913238962588e-15]","[1.3170397217265872e-08, 1.0, 3.347414034328422e-13]",89.69638143670312,0.11286613070757995,0.3378713520033507,0.8887597622179804,0.07275519024350248,18.290839634069243,120.0,3000,25,30.059083992008915,40.67231599178479,89.5,,
borderline,1,1,0.9278660416603088,"[1.974620744693567e-10, 3.3645180825409016e-12, 0.999942421913147, 2.3246232412968415e-13, 5.758813495049253e-05, 2.5935968928081365e-09]","[3.594398734207971e-08, 1.0]","[0.9990562796592712, 0.0009420968126505613, 1.6330068319803104e-06]",76.56046143606368,0.11185781106555512,0.2193892152697582,0.873520798760499,0.07106991738495781,19.003025241172026,120.0,3000,25,145.46000354856164,158.14071217901116,83.5,,
borderline,1,1,0.9210261106491089,"[1.2313849870679758e-26, 0.0, 1.0, 0.0, 5.488958176869119e-10, 7.52918351340789e-24]","[2.8850275401666485e-33, 1.0]","[1.0, 1.2121980665340953e-13, 1.4313643583439479e-21]",77.65473153519012,0.11147469203658951,0.44513566213857947,0.8516013139383213,0.053259292245118016,16.86741862091818,120.0,3000,25,150.89487813006122,155.5822867591821,86.5,,
borderline,1,0,0.002099207602441311,"[1.1341538002199918e-19, 0.0, 1.0, 4.2831076075871923e-20, 7.261616326093867e-20, 1.0010330575487716e-25]","[1.0, 6.312524392093621e-10]","[1.0, 2.0199877447578803e-36, 0.0]",89.10799597547309,0.08726592909838615,0.23968286455326487,0.873239325333942,0.0909219713958108,18.48378332588506,120.0,3000,25,22.343446107871245,32.05109557055308,89.0,,
borderline,1,0,0.00012785264698322862,"[9.58529108715947e-25, 0.0, 1.0, 3.111464309873614e-23, 7.388470127583842e-21, 8.231210172141456e-30]","[0.9999815225601196, 1.853498542914167e-05]","[1.0, 0.0, 0.0]",88.33199444053429,0.06526236889236642,0.2210301978413282,0.8813522331890143,0.051448274131354235,17.26953198677863,120.0,3000,25,21.422637383072928,32.23477097437044,88.0,,
borderline,1,1,0.7144125699996948,"[1.7741499458781562e-12, 5.663327401000072e-16, 0.999946117401123, 9.106831057268267e-17, 5.3828236559638754e-05, 1.1221066437139271e-10]","[2.7009429415247865e-11, 1.0]","[0.9999649524688721, 3.490152084850706e-05, 1.214318388065294e-07]",81.46856466303889,0.1363096619420946,0.2882098883091287,0.928576215970658,0.04959131384428,18.398381690689313,120.0,3000,25,80.59424528156799,88.01330276392673,83.0,,
borderline,1,1,0.5314458608627319,"[2.4314324491570005e-06, 5.762935870734509e-06, 0.9999642372131348, 5.519976919998726e-09, 1.7133050278062e-05, 1.0394634955446236e-05]","[0.010256203822791576, 0.9897437691688538]","[0.4156149625778198, 0.4120466113090515, 0.17233839631080627]",84.94964962077458,0.12090264078050683,0.410528881415007,0.8212709700639678,0.06439736159467449,16.469293857350014,120.0,3000,25,57.89388615046071,67.0599837467796,85.5,,
borderline,1,1,0.2289639115333557,"[1.8287447574039106e-06, 4.086087301402586e-06, 0.9999475479125977, 8.337202928032639e-09, 3.9754835597705096e-05, 6.703512099193176e-06]","[0.009982336312532425, 0.9900177121162415]","[0.7602582573890686, 0.19750267267227173, 0.042239148169755936]",83.52660219331301,0.12876354243667093,0.3182541742258419,0.9463057700468442,0.06954041677476083,19.062595404259184,120.0,3000,25,39.475939034899625,55.267942376620596,83.5,,
borderline,1,0,9.348093132910407e-11,"[4.006797116318239e-09, 1.541988579030344e-34, 1.0, 3.7946312758663225e-12, 1.0958199680999314e-08, 1.0515280459517592e-13]","[1.0, 1.436946794141723e-33]","[2.0186130202578638e-17, 1.0, 6.644236224339252e-29]",84.39310951048881,0.09192725407478763,0.2939126508352533,0.8378874160059646,0.06878605697011725,21.57973111812428,120.0,3000,25,43.29657803803033,47.85206745043977,84.5,,
borderline,1,1,0.5875962376594543,"[2.0545087409118423e-06, 5.717318799725035e-06, 0.9999641180038452, 4.662297659052683e-09, 1.8057095076073892e-05, 1.0096552614413667e-05]","[0.011186097748577595, 0.9888139367103577]","[0.34560951590538025, 0.4448608160018921, 0.20952966809272766]",82.23550164080676,0.09877346875211857,0.43742645743968867,0.8890064466740975,0.09106181204923765,16.83158933590855,120.0,3000,25,70.92936492260596,84.30823677363196,83.5,,
borderline,1,1,0.9787799715995789,"[2.0862818928435445e-05, 7.3784107965681e-26, 0.9999791383743286, 3.106798018848167e-08, 3.595650444054854e-10, 1.0971935582304582e-09]","[1.0, 3.0751456586682177e-22]","[6.618259794777259e-05, 0.9999338388442993, 7.442927311179678e-18]",88.73178665820414,0.09821888403147638,0.4306330870501738,0.8568084260240599,0.08364729357946368,18.111927545645848,120.0,3000,25,25.75408175945567,35.39168586789034,88.5,,
borderline,1,1,0.47511452436447144,"[1.4240683867683401e-06, 3.967915290559176e-06, 0.9999833106994629, 2.204419313756034e-09, 7.611741693835938e-06, 3.700666638906114e-06]","[0.043615374714136124, 0.9563845992088318]","[0.5866992473602295, 0.37699443101882935, 0.03630628436803818]",75.12928327649743,0.07729457686541608,0.3230131369820841,0.9550034497627501,0.0844911541299301,21.699092247548936,120.0,3000,25,119.68710909269163,127.0977818604485,79.0,,
borderline,1,1,0.6812350153923035,"[2.135525573976338e-05, 1.0050581522591528e-06, 0.9996249675750732, 2.3198158771720045e-07, 0.00029018407803960145, 6.221022340469062e-05]","[0.05208365246653557, 0.9479162693023682]","[0.47786226868629456, 0.5187176465988159, 0.0034201685339212418]",94.40054455252354,0.12870197164488462,0.1842155420738117,0.9533069909177931,0.0776178659898726,18.1323044682664,120.0,3000,25,36.5230248445897,53.036810102102216,94.0,,
borderline,1,0,9.526336361886933e-05,"[1.6275604400601734e-25, 0.0, 1.0, 6.0517156688276884e-24, 1.704592252479478e-21, 7.194436850055187e-31]","[0.9999672174453735, 3.27373381878715e-05]","[1.0, 0.0, 0.0]",90.17642660778654,0.07409179351248377,0.3780474968203261,0.909825456286945,0.08957062561063059,19.532923798238595,120.0,3000,25,21.494007117677388,31.870524581165146,90.0,,
borderline,1,0,0.0002065831358777359,"[1.458333258597122e-07, 8.909177738823824e-18, 0.9999992847442627, 1.7221875481254756e-08, 5.979433126412914e-07, 1.6758271215167042e-08]","[1.0, 3.084364267435883e-17]","[7.780310840033167e-10, 1.0, 4.249592671978558e-15]",91.12983451834712,0.11043431935608515,0.2730016414315359,0.9625659338590082,0.04356165663624173,18.786004985537232,120.0,3000,25,28.728743443036944,39.327683210007,91.0,,
borderline,1,1,0.3861195743083954,"[2.5144495339191053e-06, 6.388383553712629e-06, 0.999962568283081, 7.433753612673399e-09, 2.0976467567379586e-05, 7.517713584093144e-06]","[0.045565322041511536, 0.9544347524642944]","[0.5071085691452026, 0.3725215494632721, 0.12036994844675064]",80.32507304362619,0.09539832679254012,0.37955389153348307,0.8582783943029125,0.05370945278431773,19.43499391192184,120.0,3000,25,73.90848757029401,84.47131895920694,81.5,,
borderline,1,1,0.08106881380081177,"[5.8839719663424106e-15, 0.0, 1.0, 1.146653779337666e-16, 2.5752352621539844e-17, 4.1066120641308815e-21]","[1.0, 3.2330954862110073e-13]","[1.0, 9.404547800408177e-27, 0.0]",84.387535671794,0.06495827123472878,0.3785812236906142,0.9573059559963588,0.030549923811858955,18.126113100087533,120.0,3000,25,23.918192584568697,35.80401808237971,84.0,,
borderline,1,1,0.05381033569574356,"[5.613045141217299e-05, 5.011216330785828e-07, 0.9998161196708679, 4.7191986141115194e-07, 7.227935566334054e-05, 5.4492236813530326e-05]","[0.9743676781654358, 0.02563236840069294]","[0.07530592381954193, 0.9214693307876587, 0.003224783344194293]",91.8982417579108,0.12382576732429264,0.2684457172507956,0.9613144000868692,0.07471164123649147,18.019025015843066,120.0,3000,25,35.16321865023467,48.76372168411869,91.5,,
borderline,1,1,0.6187692880630493,"[9.110478345064621e-07, 1.7430096477255574e-06, 0.9999923706054688, 5.454829921092141e-10, 2.531096470193006e-06, 2.440989192109555e-06]","[0.02983921207487583, 0.9701607823371887]","[0.6037924289703369, 0.37445732951164246, 0.021750222891569138]",74.85768861604843,0.10978271240319105,0.21776030680409442,0.9390811401995439,0.04328451506334547,18.2233761274103,120.0,3000,25,162.37881149577996,180.8800037526972,83.5,,
borderline,1,1,0.5526403784751892,"[3.3889589303726098e-06, 1.0664102774171624e-05, 0.9999467134475708, 9.470825013124795e-09, 2.6179519409197383e-05, 1.298443203268107e-05]","[0.02442845329642296, 0.9755715131759644]","[0.413625568151474, 0.4443379044532776, 0.1420365273952484]",79.37400529619356,0.11482420246546748,0.436954731649716,0.9154358271372673,0.050197740022117535,21.24738648950828,120.0,3000,25,86.12139345097644,95.39392014169457,81.0,,
borderline,1,1,0.8203457593917847,"[1.31889635213156e-06, 3.9600223544766777e-07, 0.9999972581863403, 4.411564169526372e-11, 9.623689578575068e-08, 9.882741096589598e-07]","[0.0015735130291432142, 0.9984265565872192]","[0.7384128570556641, 0.2589123249053955, 0.0026747698429971933]",73.58856424789839,0.10963481956922927,0.21779344368258685,0.9221751683159096,0.07561363816001462,20.534425950878422,120.0,3000,25,183.05904991306483,202.73425085709675,86.0,,
borderline,1,1,0.3504614531993866,"[1.5084713595570065e-05, 3.080747745798362e-08, 0.9997987151145935, 6.96311133197014e-07, 0.00015830724441912025, 2.711095476115588e-05]","[0.9959105253219604, 0.0040894425474107265]","[0.00806807167828083, 0.9919148683547974, 1.698781125014648e-05]",93.92672977919432,0.10552254639670114,0.33204173341889387,0.8684412587765179,0.07942182397562669,20.244038327190783,120.0,3000,25,33.38432600638089,48.50188071026146,93.5,,
borderline,1,0,0.0002966178290080279,"[2.8921749617438763e-06, 2.366008237719491e-15, 0.9999905824661255, 2.4116346253322263e-07, 5.972135113552213e-06, 3.133962138690549e-07]","[1.0, 7.0905954718814e-14]","[3.4719633390523086e-08, 1.0, 1.3461933390940262e-12]",87.63701368575691,0.13448822427073664,0.32925356659428895,0.8434087270831927,0.06293134187426534,21.815133410123842,120.0,3000,25,30.551809475954112,39.30023753770747,87.5,,
borderline,1,1,0.9562262892723083,"[2.661530108842737e-22, 2.0181895001322862e-32, 1.0, 2.4187390532381868e-32, 2.21044427206607e-08, 1.1804000465511538e-19]","[8.703199148892979e-26, 1.0]","[1.0, 1.371055630139395e-10, 2.129097384006979e-17]",76.56768543051804,0.1322557675647818,0.19617408794318952,0.9575359492971276,0.07748871329691198,17.052927938141465,120.0,3000,25,159.23111870362118,167.20614443507185,86.5,,
borderline,1,1,0.20912493765354156,"[5.886630788154434e-06, 1.830230394261889e-05, 0.999923586845398, 2.6537524178138483e-08, 3.450439908192493e-05, 1.7705498976283707e-05]","[0.07211726158857346, 0.927882730960846]","[0.736789882183075, 0.21366506814956665, 0.04954500123858452]",82.10197374380712,0.11585537104178392,0.4260203050591077,0.9682653668173846,0.07876562660282482,16.103703440587076,120.0,3000,25,53.28193443264455,67.99494748461522,82.5,,
borderline,1,1,0.8549795150756836,"[1.2326523801675648e-06, 2.3353682365723216e-07, 0.9999980926513672, 5.842257233545922e-12, 1.0681184825500623e-08, 4.5864436515330453e-07]","[0.0003655786858871579, 0.9996343851089478]","[0.8060117363929749, 0.19323821365833282, 0.0007501246291212738]",74.18000553884029,0.060529865001244416,0.30155455879115856,0.9272715789754691,0.0759545627212024,17.5544154047407,120.0,3000,25,199.52393355724732,225.51528297909846,99.0,,
